kata_imbuhan,kata_dasar
menyibuk, sibuk
mendiskualifikasikan, diskualifikasi
melejangkan, lejang
memperingati, ingat
menimbangkan, timbang
mengamen, amen
menauhidkan, tauhid
membumbung, bumbung
memerahkan, merah
memernis, pernis
mengeji, keji
menyangka, sangka
mendaifkan, daif
menggasak, gasak
menerima, terima
memelajari, ajar
menyingsetkan, singset
meredam, redam
mutunya, mutu
meringking, ringking
memenatkan, menat
melindangkan, lindang
mengidealisasikan, idealisasi
mempertopeng, topeng
membilangkan, bilang
mendepa, depa
menjampi, jampi
melerak, lerak
menyungkit, sungkit
mengebur, kebur
mengatalogkan, katalog
melintah, lin
menggurat, gurat
menyerak-nyerakkan, serak
menghinap-hinap, hinap
menguntit, kuntit
mengentak-entak, entak
meranggung, ranggung
menderma, derma
mengenyam, kenyam
menyalangkan, nyalang
menunjukkan, tunjuk
mentradisikan, tradisi
menanami, tanam
menjahitkannya, jahit
menyekuritaskan, sekuritas
membenum, benum
menyukat, sukat
menyelubung, selubung
menggilakan, gila
membandingkan, banding
menyeruduk, seruduk
mengganjarkan, ganjar
mengenyut, kenyut
mencongkong, congkong
menderap, derap
memampatkan, mampat
mengasosiasikan, asosiasi
mengatari, atar
mengobati, obat
melokalkan, lokal
merabak, rabak
melarikkan, larik
memengkis, mengkis
memburon, buron
merendam, rendam
mengelus, elus
mengontrol, kontrol
menyepel, sepel
menyusuli, susul
memeramnya, peram
mempersuamikan, suami
memajangkan, pajang
membombardir, bombardir
membosankan, bosan
mencampakkan, campak
menekapi, tekap
menyentengkan, senteng
menginterogasi, interogasi
melenggor, lenggor
melentingkan, lenting
menyungsangkan, sungsang
memupur, pupur
memalui, palu
menyeberang, seberang
meroyan, royan
memancing, pancing
menconteng-conteng, conteng
mendapatkan, dapat
membubuhkan, bubuh
menegosiasikan, negosiasi
menyorong-nyorongkan, sorong
menguis-uis, uis
melimpah, limpah
menuduhkan, tuduh
mengejar-ngejar, kejar
menggejos, gejos
memperbubungkan, bubung
mengetengahi, tengah
mengambung, ambung
mengedutkan, kedut
mengoyak-oyak, oyak
menyafarikan, safari
mengaum, aum
memompa, pompa
mengepris, kepris
menuam, tuam
mengikis, kikis
menggarang, garang
menepak, tepak
memayahkan, payah
menjahati, jahat
memencar-mencar, pencar
menyumpahi, sumpah
mengutik-utik, utik
menyetum, setum
menyelangkupi, langkup
menembakkan, tembak
memitoskan, mitos
menidakkan, tidak
meneriaki, riak
menafahus, tafahus
menerbangi, bang
menguat, kuat
meragang, ragang
menggerugut, gerugut
mengamus, kamus
menganggap, anggap
mengajarnya, ajar
memaksudkan, maksud
meritul, ritul
menyinambungkan, sinambung
menghierarkikan, hierarki
mengigaukan, igau
minyaknya, minyak
mengucap, ucap
mendengut, dengut
mendukacitakan, dukacita
mencicit, cicit
merecup, recup
mengitikadkan, itikad
mengawetkan, awet
mengidungkan, kidung
menyoraki, sorak
mengumalkan, kumal
meregas, regas
mendistribusi, distribusi
mula-mula, mula
menggecek, gecek
mengornamenkan, ornamen
maki-makian, maki
menggelap, gelap
mematukan, matu
memperbodoh, bodoh
melezatkan, lezat
mempergulatkan, gulat
menaruhkan, taruh
membangun, bangun
memperbedakan, beda
menengarai, tengara
membebek, bebek
menghalau, halau
mereaksi, reaksi
menulisi, tulis
menyaingi, saing
memalukan, malu
merekatkan, rekat
menunjuk, tunjuk
meranyun, ranyun
mengotek, otek
melimbai, limbai
membadut, badut
menyeni, seni
menolongmu, tolong
melintangi, lintang
menggantungkan, gantung
melingsirkan, lingsir
memodernisasikan, modernisasi
menjajakan, jaja
menggencar, gencar
membagar, bagar
menggelut, gelut
menggusur, gusur
mencabang, cabang
menambuhkan, tambuh
mencari, cari
mempergundikkan, gundik
mencemerlangkan, cemerlang
meletakan, leta
menghentikannya, henti
menyusut, susut
merandak, randak
memelawa, pelawa
menakjubi, takjub
membarengi, bareng
menjangkang, jangkang
mematik, patik
memaklumi, maklum
menyesar, sesar
membembam, bembam
mempergandakan, ganda
melalap, lalap
menerimanya, terima
menyejajarkan, sejajar
memengapkan, mengap
memecahnya, pecah
menyerupa, rupa
memindahi, pindah
mengantamir, antamir
mempergandengkan, gandeng
memungkiri, mungkir
menyugi, sugi
menandangi, tandang
menampakkan, tampak
mengaveling, kaveling
mencecap, cecap
melampiri, lampir
mengempiskan, kempis
mendarah, darah
menyemen, semen
menarupi, tarup
mengusuk, usuk
melengkur, lengkur
mengampu, ampu
menerpa, terpa
menganju, anju
mudanya, muda
melimbur, limbur
melobi, lobi
merojeng, rojeng
mengacarakan, acara
mengharumkan, harum
mengundak, undak
mempersolek, solek
mengecu, kecu
memperdiarkan, diar
memetikan, peti
menjamu, jamu
menghadapkannya, hadap
mewariskan, waris
menepak-nepak, tepak
mengelarai, kelarai
membenahi, benah
merutup, rutup
menyaput, saput
memperbandingkan, banding
memperlawankan, lawan
membingkas, bingkas
memalit, palit
mengindria, indria
menghijaukan, hijau
memetir-metir, petir
mengalang, alang
mengembatkan, embat
menjuling, juling
mendeportasi, deportasi
membarengkan, bareng
mengogah, ogah
menyimpannya, simpan
menyanggerah, sanggerah
menghemat, hemat
menokohkan, tokoh
mengereng, ereng
mengamortisasi, amortisasi
menjingap, jingap
menyimpangkan, simpang
memperbantal, bantal
mengafdruk, afdruk
mengonyokkan, onyok
menyeligi, seligi
mengerit, kerit
menyolok, solok
mengernyit, kernyit
menggugah, gugah
memprediksikan, prediksi
membengkos, bengkos
menyiapkan, siap
memaket, maket
menyegehi, segeh
melarapkan, larap
menggaya, gaya
menjalankannya, jalan
melaju, laju
mengikir, kikir
mempertukarkan, tukar
meniada, tiada
meranca, ranca
musiman, musim
mendiruskan, dirus
menjelangak, jelangak
merayu-rayu, rayu
membaur, baur
melilit, lilit
menopengi, topeng
meninjau, tinjau
meletusnya, letus
merowot, rowot
memuati, muat
mencekal, cekal
menghablurkan, hablur
mencengkau, cengkau
meniapkan, tiap
membina, bina
membundel, bundel
mendesis, desis
mempertumbuhkan, tumbuh
menguapkan, uap
mendendamkan, dendam
menyadar, sadar
mengelem, lem
menyampirkan, sampir
membestel, bestel
memutasikan, mutasi
melayukan, melayu
mewedel, wedel
menggentari, gentar
menumbangkan, tumbang
memperturut-turutkan, turut
mencela, cela
mencoloki, colok
mengoceh, oceh
menengoknya, tengok
menekat, nekat
mengentak-entakkan, entak
memuaskan, muas
mencogok, cogok
mengonarkan, onar
mengelektrifikasikan, elektrifikasi
memesan, mes
membungkusnya, bungkus
menuntung, tuntung
mengerahkan, kerah
memperketat, ketat
memarang, parang
memperbonekakan, boneka
menyumsum, sumsum
memencarkan, pencar
meminati, pati
memberengut, berengut
mencerna, cerna
mengembik, embik
menyongket, songket
memujikan, puji
merambang-rambang, rambang
membersihkan, bersih
mencintai, cinta
mengapit, apit
melunaki, lunak
memokokkan, pokok
mendekorasi, dekorasi
mengengget, engget
mendaulat, daulat
memperanginkan, perangin
mengungkang, kungkang
melarangkan, larang
menekur, tekur
menakut, takut
memakamkan, makam
menggelas, gelas
menghambur, hambur
mengantuk, antuk
mencebil, cebil
menegapkan, tegap
melorot, lorot
menerika, terika
meragut, ragut
membugarkan, bugar
menjengkot, jengkot
menebak, tebak
menyasarkan, sasar
memantikkan, mantik
memperlama, lama
mengirama, irama
membuntungi, buntung
membuyarkan, buyar
membisniskan, bisnis
mengerip, kerip
menyimpuh, simpuh
mengebuk, kebuk
mengenyang, kenyang
mereportasekan, reportase
mendencing, dencing
merayap, rayap
meniagakan, niaga
meger-meger, meger
menghirukkan, hiruk
memasalahkan, masalah
menggeli, geli
menderang, derang
menggelosang, gelosang
mengatalisit, katalisit
mengolesi, oles
menyungguhi, sungguh
mencengkam, cengkam
menghasilkan, hasil
merekap, rekap
mengangkerkan, angker
mendistorsi, distorsi
menggapai, gapai
melepak, lepak
memengkalkan, mengkal
mengajaibkan, ajaib
membanjarkan, banjar
menangkapnya, tangkap
mengosongkan, kosong
macamnya, macam
menelungkupkan, telungkup
memancit-mancitkan, pancit
mewayangkan, wayang
meleret, leret
menyelangkan, selang
menjangkiti, jangkit
memburu-burukan, buru
menataki, tatak
melacak, lacak
mengelai, kelai
mengiprit, iprit
menjedot-jedotkan, jedot
mericau, ricau
mengembut, embut
menggeragas, geragas
mengklasifikasikan, klasifikasi
mengunjutkan, unjut
melawa, lawa
mengambin, ambin
meranyau, ranyau
mengumbuk, umbuk
menciprat, ciprat
menghasut, hasut
mengiriskan, iris
memikulnya, pikul
menghapus, hapus
membacakan, baca
meloka, loka
memperparah, parah
menerikkan, terik
melulusi, lulus
memantapkan, mantap
merangsangkan, rangsang
mengagihkan, agih
menyadarkan, sadar
menepas, tepas
menampali, tampal
menyengit, sengit
merefraksikan, refraksi
menyandingkan, sanding
mengarbol, karbol
menjengit, jengit
merundingkan, runding
meningkar, tingkar
meneteki, tetek
merengeh, rengeh
menyundul, sundul
meloncati, loncat
melentukkan, lentuk
mengunggun, unggun
mimiknya, mimik
menderumkan, derum
mewakafkan, wakaf
merubu-rubu, rubu
menyindirkan, sindir
memungut, mungut
mengejek, ejek
memanjutkan, panjut
menggarah, garah
merarai, rarai
memasaknya, masak
menumbuk, tumbuk
mengiaskan, kias
menceraikannya, cerai
melunjurkan, lunjur
mengedari, dari
melenyut, lenyut
menggelantang, gelantang
mengodok, kodok
memaliskan, malis
merewak, rewak
mengutarakan, utara
mencontengkan, conteng
mengakronimkan, akronim
mengantar, antar
mengani, ani
mengadaptasikan, adaptasi
melayankan, layan
menyewat, sewat
meremukkan, remuk
menongkrong, tongkrong
menukarkan, tukar
menggigis, gigis
menggenangi, genang
menyembahyangi, sembahyang
menyinggung, singgung
mencoba, coba
memperkerjakan, kerja
menggerayang, gerayang
merengeki, rengek
menggadang, gadang
mencakar, cakar
menggerenyet, gerenyet
menebangi, tebang
mendalihkan, dalih
memumikan, mumi
menggabus, gabus
menindakkan, tindak
menyokongkan, sokong
mencantikkan, cantik
menali, nali
matanya, mata
menyemui, mu
memotong, potong
mengadaptasi, adaptasi
mengenjak-enjak, enjak
menuruti, turut
mencemeehkan, cemeeh
membikin-bikin, bikin
menyurvei, survei
melocot, locot
menyerudi, serudi
membancuh, bancuh
mengobeng, obeng
mengotot, otot
memuyengkan, puyeng
menderai-deraikan, derai
menggisar, gisar
menatih, tatih
memakan, makan
membangga, bangga
merebeh, rebeh
menunggangi, tunggang
memperpolitikkan, politik
menciutkan, ciut
mengenyahkan, enyah
merapai, rapai
menating, tating
menginduk, induk
menunduk-nunduk, tunduk
mengekop, kop
merejah, rejah
melesat, lesat
mengarah-arahi, arah
memating, pating
mengetamkan, ketam
menyebuk, sebuk
meneduhi, teduh
memuja, puja
menyumbangkan, sumbang
menebarkan, tebar
mengelat, kelat
merungus, rungus
menghalanginya, halang
menjangati, jangat
menjabarkan, jabar
mencentong, centong
mengengkang, engkang
merintangkan, rintang
menderu-deru, deru
menemplok, templok
membusuk, busuk
mencambuki, cambuk
melewatinya, lewat
merombak, rombak
menyampang, nyampang
mengimpikan, impi
menderu, deru
mengusuli, usul
menyelam, selam
menukas, tukas
mobilnya, mobil
mengernai, kernai
meraung-raung, raung
menyenta, senta
mengesot, esot
mencuca, cuca
menidurkan, tidur
mewargakan, warga
memperkaca, kaca
membutuhkan, butuh
menelur, telur
menggocoh, gocoh
menegun, tegun
membuatku, buat
membenihkan, benih
menghambakan, hamba
menganyam, anyam
menjajar, jajar
menggelibir, gelibir
membeber, beber
mengocor, kocor
menyifatkan, sifat
menilai, nilai
melariskan, laris
menggemparkan, gempar
menolong, tolong
menapung, tapung
mengongkang-ongkang, ongkang
mengiahkan, kiah
menyamakan, sama
meluncuri, luncur
menyisipkan, sisip
menyantap, santap
menyahihkan, sahih
menepi, tepi
menjadi-jadikan, jadi
menyungkal, sungkal
menyengau, sengau
memperbaiki, baik
menembak, tembak
meragakan, meraga
melanggani, langgan
mengamuflase, kamuflase
menyerahi, serahi
menebalkan, tebal
melepaskannya, lepas
memolai, pola
mengasamkan, asam
menormalisasikan, normalisasi
menggembok, gembok
mempropagandakan, propaganda
membelasah, belasah
melaru, laru
mengaum-aumkan, aum
menandaskan, tandas
mengkliping, kliping
menghisabkan, hisab
menyengkela, sengkela
menginterupsi, interupsi
meranggeh, ranggeh
menggila, gila
menakar, takar
menyindir, sindir
mengaluskan, kalus
memodernkan, modern
mengintervensi, intervensi
meruntas, runtas
mengadat, adat
menginventarisasikan, inventarisasi
mendinamit, dinamit
menamatkan, tamat
menakak, takak
mendongakkan, dongak
menamakan, nama
mengangop, angop
menatang, natang
mengagakkan, agak
mengamkan, kam
mengendus, endus
menggalak, galak
mencucuh-cucuh, cucuh
menasionalkan, nasional
menampik, tampik
membedakkan, bedak
menggericau, gericau
menyigai, sigai
menginventarisasi, inventarisasi
mengondisikan, kondisi
mencamurkan, camur
mencermini, cermin
melancar, lancar
mengeramasi, keramas
membudayakan, budaya
menyetujukan, tuju
memencongkan, mencong
mencoretkan, coret
mempertangis, tang
melanjai, lanjai
membalingkan, baling
maksudku, maksud
menggeger, geger
menurbakan, turba
menyemangati, semangat
memadat, madat
menghubungkan, hubung
melebar, lebar
menggonyakkan, gonyak
memautkan, maut
meregang, regang
mengias, kias
menghunikan, huni
merawak, rawak
mencacap, cacap
mengkreasi, kreasi
menambang, tambang
melingkar, lingkar
melaut, laut
mengempik, empik
mudiknya, mudik
mengomidikan, komidi
menghajatkan, hajat
menyekar, sekar
memanggang, panggang
menyajikan, saji
mengibuli, ibul
memperkarai, kara
mencercap, cercap
melingkis, lingkis
melabuhkan, labuh
menuahi, tuah
menyasar, sasar
menyepikan, nyepi
menganggalkan, anggal
menampin, tampin
mengiting, kiting
membesutkan, besut
mengempelas, empelas
mencederai, cedera
meronggong, ronggong
memeriksa, periksa
menarikkan, tarik
mengauskan, aus
membelekkan, belek
mengeluyur, keluyur
mengganjari, ganjar
menyerayakan, seraya
mulut-mulutan, mulut
membajul, bajul
memilihkan, pilih
memijar-mijar, pijar
mengendurikan, kenduri
membodor, bodor
mencucup, cucup
menyedua, dua
menyenyumi, senyum
menyakap, sakap
menyelingkupi, lingkup
meriangkan, meriang
menyerobot, serobot
mengarwahkan, arwah
memupuskan, mupus
membaca-baca, baca
mengetum, tum
mendunia, dunia
mencacapi, cacap
menyelewengkan, seleweng
menaturalisasi, naturalisasi
mematok, patok
memulai, mulai
menghalalkan, halal
memipil, pipil
menghendaki, hendak
mengesek, esek
menceroboh, ceroboh
melupakannya, lupa
mencontohkan, contoh
membeting, beting
mangsai, mangsa
melewati, lewat
memekar, mekar
merusuhi, rusuh
melak-melak, lak
mengobrolkan, obrol
melaparkan, lapar
mengupar, upar
menggelora, gelora
mengombak, ombak
menyama-nyama, sama
memeruk, peruk
mengidealkan, ideal
merangkai, rangkai
mengebiri, kebiri
menginsinuasikan, insinuasi
memencet, pencet
mencelak, celak
mengambii, ambi
membadi, badi
menyerikatkan, serikat
melanja, lanja
mengantisipasi, antisipasi
mengejut, kejut
membayankan, bayan
memperamat, amat
merantas, rantas
mencintakan, cinta
mampuan, mampu
menjadwalkan, jadwal
meneja, teja
mengemban, emban
menguahi, kuah
menyeruak, seruak
menguntil, until
mengoleng-oleng, oleng
mamahan, mamah
mendaun, daun
mempermisikan, permisi
mengepak, epak
menggoyang-goyangkan, goyang
menyalatkan, salat
mindringan, mindring
menyuapkan, suap
mengagamakan, agama
menghinakan, hina
mangkah, mang
menganggarkan, anggar
melantaikan, lantai
mengalimantang, kalimantang
menjelimpat, jelimpat
mengangakan, nganga
merenyai-renyai, renyai
merungut-rungut, rungut
mengijuk, ijuk
merimbas, rimbas
menghempas, hempas
menggembut, gembut
memantai, pantai
memengap, mengap
mengunyah, kunyah
menasihatkan, nasihat
mengerang, erang
memperuncing, runcing
menjatuhi, jatuh
mendongeng, dongeng
mengumbang, umbang
menyengapkan, sengap
menyekat, sekat
memperkeras, keras
membilas, bilas
mengelamini, kelamin
mengadopsi, adopsi
menghimpunkan, himpun
menggelar, gelar
menguruk, uruk
merendai, renda
menyesuaikannya, sesuai
mengecutkan, kecut
menyisir, sisir
menegah, tegah
mengapur, kapur
menyarai, sara
menggocohkan, gocoh
menyorong, sorong
mengunjun, unjun
mengguar, guar
membagul, bagul
melekas, lekas
menjahili, jahil
membuangkan, buang
menganjuri, anjur
menerka, terka
menyenggut, senggut
menyusukan, susu
meraba, raba
mengubus, kubus
merudal, rudal
membabarkan, babar
menyoga, soga
mengokot, kokot
mengokol, kokol
melancarkan, lancar
mempersangatkan, sangat
mengipas-ngipas, kipas
menyudut, sudut
merenjeng, renjeng
membujang, bujang
mengulit-ulit, ulit
mengoksidan, oksidan
memusuhi, musuh
memacetkan, macet
mengenjak, enjak
mengudap, udap
membungakannya, bunga
membenara, benara
menggelorakan, gelora
maya-maya, maya
mengukup, ukup
menduplikatkan, duplikat
membanyol, banyol
meruyak, ruyak
menggetarkan, getar
menyablon, sablon
melalimi, lalim
memboboti, bobot
menguncikan, kunci
menghindar, hindar
mengencerkan, encer
mengingini, ingin
memeriksanya, periksa
memejamkan, mejam
melempit, lempit
menggeligit, geligit
menyelonjorkan, selonjor
mengepul, kepul
menghalusi, halus
menggelopak, gelopak
meninggalkan, tinggal
memahamkan, paham
menjarakkan, jarak
menantikanku, nanti
merunut, runut
memiagamkan, piagam
mererot, rerot
mengular, ular
mendewatakan, dewata
menopikkan, topik
menyabat, sabat
mengagumi, kagum
memobilisasikan, mobilisasi
mentradisi, tradisi
mencuaikan, cuai
menggegar, gegar
menentangi, tentang
mentertawakan, tertawa
mengeteng, keteng
memalingkan, maling
memperwalikan, wali
menggenjot, genjot
menggelatak, gelatak
melawat, lawat
mahkotanya, mahkota
menusukkan, tusuk
menjumlahkan, jumlah
mendekus, dekus
mengkhayalkan, khayal
mengersik, kersik
melepuh, lepuh
menyombongkan, sombong
melimbaikan, limbai
menutrisi, nutrisi
mencuri, curi
menyuguhkan, suguh
mengesankan, kesan
menganiaya, aniaya
menyubang, subang
mengesumba, kesumba
merunduk, runduk
menyebarkan, sebar
mengocakkan, kocak
makanlah, makan
melemaskan, lemas
memberikan, beri
menunjam, tunjam
menstilir, stilir
mengembalikan, kembali
mengirabkan, kirab
memedihkan, pedih
memecakkan, pecak
memperenak, enak
menyenak, senak
mengojekkan, ojek
memperamat-amatkan, amat
menanggapi, tanggap
mewajibkan, wajib
mengetepikan, tepi
mengeprek, keprek
menggembala, gembala
mengganyang, ganyang
menyalju, salju
meransum, ransum
mengaryakan, arya
menggerodak, gerodak
memutari, putar
mengerek, kerek
memengat, pengat
menguntal, untal
memvaksinasi, vaksinasi
mengulas-ulas, ulas
menyapu, sapu
menuami, tuam
misalnya, misal
mencelep, celep
membelengkokkan, belengkok
mengendalikan, kendali
memaksimalkan, maksimal
menelentangkan, telentang
mengusa, kusa
merantuk, rantuk
meluncungkan, luncung
menyapih, sapih
menilik, tilik
mengunyai, unyai
mengancam, ancam
menguliahi, kuliah
menyisiki, sisik
meletupkan, letup
menyebut, sebut
menyedikit, sedikit
membiak, biak
memerosot, merosot
